imdb_id,title,type,origin,rating,runtime_mins,year,genres,votes
tt11704040,"Love Is Blind","TV Series",Netflix,6.2,60,2020,"Reality-TV, Romance",12827
tt11714334,Limitless,"TV Series",Disney,8,50,2022,"Documentary, Adventure",5138
tt11717394,"Country Comfort","TV Series",Netflix,6.8,25,2021,"Comedy, Drama, Family, Music",4545
tt11725706,"Taj Mahal 1989","TV Series",Netflix,7.4,NULL,2020,"Comedy, Drama, Romance",1773
tt11733790,"John Was Trying to Contact Aliens",Short,Netflix,6.4,16,2020,"Documentary, Short, Biography, Romance, Sci-Fi",1828
tt11734264,Sentinelle,Movie,Netflix,4.8,80,2021,"Action, Drama, Thriller",9068
tt11737520,"One Piece","TV Series",Netflix,8.3,60,2023,"Action, Adventure, Comedy, Drama, Fantasy",179093
tt11738790,"Mighty Little Bheem: Festival of Colors","TV Series",Netflix,7.5,NULL,2020,Animation,47
tt11738792,"Taylor Tomlinson: Quarter-Life Crisis","TV Special",Netflix,7.4,61,2020,Comedy,5669
tt11742798,"Afterlife of the Party",Movie,Netflix,5.8,109,2021,"Comedy, Drama, Fantasy, Romance",11399
tt11744632,Babies,"TV Series",Netflix,6.9,NULL,2020,Documentary,930
tt11754464,Whipped,Movie,Netflix,4.1,97,2020,"Comedy, Drama, Romance",700
tt11755740,"Texas Chainsaw Massacre",Movie,Netflix,4.7,81,2022,"Crime, Horror, Thriller",67419
tt11763742,"Road to Roma",Movie,Netflix,7.7,72,2020,Documentary,780
tt11767524,"Carmen Sandiego: To Steal or Not to Steal",Short,Netflix,6.9,31,2020,"Animation, Short, Action, Adventure, Family",946
tt11768948,"If Anything Happens I Love You",Short,Netflix,7.8,13,2020,"Animation, Short, Drama",23229
tt11777040,"Time to Hunt",Movie,Netflix,6.3,134,2020,"Action, Crime, Drama, Sci-Fi, Thriller",7496
tt11792734,"Leyla Everlasting",Movie,Netflix,3.7,112,2020,Comedy,8213
tt11810418,"Marc Maron: End Times Fun","TV Special",Netflix,6.8,71,2020,Comedy,2235
tt11810424,"Bert Kreischer: Hey Big Boy","TV Special",Netflix,7,62,2020,Comedy,2454
tt11816814,Painkiller,"TV Mini Series",Netflix,7.4,48,2023,"Crime, Drama",33842
tt11821818,"Double Dad",Movie,Netflix,5.7,103,2021,"Comedy, Drama, Family",1623
tt11822998,"The Trials of Gabriel Fernandez","TV Mini Series",Netflix,8.1,60,2020,"Documentary, Crime",14989
tt11823028,"Fary: Hexagone","TV Series",Netflix,6.4,NULL,2020,Comedy,168
tt11823076,"Tiger King","TV Series",Netflix,7.5,45,2020,"Documentary, Biography, Crime",89878
tt11823088,"100 Humans: Life's Questions. Answered.","TV Series",Netflix,5.8,NULL,2020,Reality-TV,4762
tt11829316,Vampires,"TV Series",Netflix,5.8,NULL,2020,"Drama, Fantasy, Horror",1591
tt11829340,Buddi,"TV Series",Netflix,6.9,12,2020,"Animation, Short, Adventure, Comedy, Family, Fantasy",75
tt11834150,"The Chair","TV Mini Series",Netflix,7.2,30,2021,"Comedy, Drama",19569
tt11841144,"The Heartbreak Club",Movie,Netflix,6.3,101,2021,"Comedy, Drama, Romance",236
tt11852810,"The Quest","TV Series",Disney,3.9,NULL,2022,"Adventure, Fantasy, Reality-TV",607
tt11853160,"Meet the Chimps","TV Series",Disney,7.7,40,2020,Documentary,151
tt11859542,"In from the Cold","TV Series",Netflix,6.3,42,2022,"Action, Crime, Drama, Mystery, Sci-Fi, Thriller",10386
tt11860336,"Mighty Express","TV Series",Netflix,3.8,NULL,2020,"Animation, Adventure, Comedy, Family",171
tt11860624,"Michael McIntyre: Showman","TV Special",Netflix,7.2,62,2020,Comedy,1621
tt11861072,"Tom Segura: Ball Hog","TV Special",Netflix,7.3,70,2020,Comedy,4020
tt11871764,"The Proud Family: Louder and Prouder","TV Series",Disney,3.2,30,2022,"Animation, Adventure, Comedy, Family",5479
tt11875316,"The Mysterious Benedict Society","TV Series",Disney,7.6,50,2021,"Action, Adventure, Comedy, Drama, Family, Mystery",6066
tt11875456,"Dragons: Rescue Riders: Hunt for the Golden Dragon","TV Special",Netflix,5.2,46,2020,"Animation, Action, Adventure, Comedy, Family, Fantasy, Mystery",218
tt11875458,"True: Wuzzle Wegg Day","TV Special",Netflix,6.6,23,2020,Animation,20
tt11893274,"Downfall: The Case Against Boeing",Movie,Netflix,7.4,89,2022,Documentary,14444
tt11897478,"The Stranger",Movie,Netflix,6.6,117,2022,"Crime, Drama, Thriller",29209
tt11898920,"Naomi Osaka","TV Mini Series",Netflix,6.3,38,2021,"Documentary, Biography, Sport",1505
tt11905462,"Athlete A",Movie,Netflix,7.6,103,2020,"Documentary, Crime, Sport",13208
tt11905720,She,"TV Series",Netflix,6.4,NULL,2020,"Crime, Drama",6813
tt1190634,"The Boys","TV Series",Amazon,8.6,60,2019,"Action, Comedy, Crime, Drama, Sci-Fi",800383
tt11909878,"Hocus Pocus 2",Movie,Disney,6,103,2022,"Comedy, Family, Fantasy",56898
tt11936782,"Geez & Ann",Movie,Netflix,5.2,105,2021,"Drama, Romance",359
tt11937662,"Control Z","TV Series",Netflix,6.8,37,2020,"Drama, Thriller",11989
tt11937732,"Daughter from Another Mother","TV Series",Netflix,7.2,NULL,2021,"Comedy, Drama",2631
tt11937816,"Who Killed Sara?","TV Series",Netflix,6.4,40,2021,"Crime, Drama, Mystery, Thriller",17125
tt11942052,"J-Style Trip","TV Series",Netflix,4.9,NULL,2020,Reality-TV,136
tt11942070,"Spirit Riding Free: Riding Academy","TV Series",Netflix,6,NULL,2020,"Animation, Action, Adventure, Comedy, Drama, Family, Western",169
tt11942100,"Ladies Up","TV Series",Netflix,4.4,NULL,2020,Comedy,270
tt11946520,"Coronavirus Explained","TV Movie",Netflix,7.4,NULL,2020,Documentary,815
tt11948642,Mulligan,"TV Series",Netflix,4.9,25,2023,"Animation, Comedy, Sci-Fi",1695
tt11951234,"Over Christmas","TV Mini Series",Netflix,6.7,48,2020,"Comedy, Drama, Romance",2534
tt11953628,Maska,Movie,Netflix,5.9,111,2020,"Comedy, Drama, Romance",1619
tt11958344,"A Whisker Away",Movie,Netflix,6.7,104,2020,"Animation, Adventure, Drama, Family, Fantasy, Romance",16743
tt11958648,"History 101","TV Series",Netflix,6.8,22,2020,"Documentary, History",4976
tt11958922,"The Innocence Files","TV Mini Series",Netflix,7.9,60,2020,"Documentary, Crime",3327
tt11958942,"How to Fix a Drug Scandal","TV Mini Series",Netflix,7,50,2020,"Documentary, Crime",4000
tt11960282,Littlekenny,"TV Mini Series",Hulu,7,NULL,2019,"Animation, Comedy",464
tt11961378,Fatma,"TV Series",Netflix,7.4,40,2021,"Crime, Drama",10253
tt11963042,"Trial by Media","TV Series",Netflix,7.1,60,2020,"Documentary, Crime",3731
tt11963126,"A Spark Story",Movie,Disney,6.3,87,2021,"Documentary, Animation",226
tt11981568,"Cars on the Road","TV Mini Series",Disney,6.9,NULL,2022,"Animation, Adventure, Comedy, Family, Sport",4753
tt11983342,"Shaun the Sheep: Adventures from Mossy Bottom","TV Series",Netflix,7.9,14,2020,"Animation, Comedy, Family",1036
tt11987296,"Chris D'Elia: No Pain","TV Special",Netflix,5.9,55,2020,Comedy,1930
tt11987330,"David Batra: Elefanten i rummet","TV Special",Netflix,6,77,2020,Comedy,259
tt11987416,"Tom Segura: Sledgehammer","TV Special",Netflix,7.1,61,2023,"Documentary, Comedy",3185
tt11988512,"One-Way to Tomorrow",Movie,Netflix,5.6,90,2020,"Comedy, Drama, Romance",5713
tt11988676,"Hot Skull","TV Mini Series",Netflix,7.1,60,2022,"Adventure, Drama, Mystery, Sci-Fi, Thriller",8256
tt11989890,"David Attenborough: A Life on Our Planet","TV Movie",Netflix,8.9,83,2020,"Documentary, Biography",35582
tt11998854,"Disney Insider","TV Series",Disney,6.5,17,2020,Documentary,378
tt12001534,"The Thursday Murder Club",Movie,Netflix,6.6,118,2025,"Comedy, Crime, Mystery, Thriller",35642
tt12004280,"Too Hot to Handle","TV Series",Netflix,4.8,40,2020,"Documentary, Game-Show, Reality-TV, Romance",15930
tt12005828,"You Don't Know Me","TV Series",Netflix,6.8,60,2021,"Crime, Drama",8835
tt12013758,"Caught by a Wave",Movie,Netflix,5.8,99,2021,"Drama, Romance, Sport",1649
tt12027008,"Absurd Planet","TV Series",Netflix,4.1,NULL,2020,"Documentary, Comedy, Musical",1731
tt12027020,"LA Originals",Movie,Netflix,7.2,92,2020,Documentary,2070
tt12027034,"Middleditch & Schwartz","TV Series",Netflix,8.6,50,2020,Comedy,6238
tt12027896,"Angry Birds: Summer Madness","TV Series",Netflix,5.7,11,2022,"Animation, Short, Action, Adventure, Comedy, Family, Fantasy",1135
tt12031040,"Japan Sinks: 2020","TV Mini Series",Netflix,6.4,25,2020,"Animation, Adventure, Drama, Sci-Fi",3712
tt12036052,Elephant,Movie,Disney,7.3,86,2020,"Documentary, Adventure, Biography, Family",2494
tt12038300,"The Speed Cubers",Short,Netflix,7.4,39,2020,"Documentary, Short, Sport",4345
tt12055392,"Yours Sincerely, Kanan Gill","TV Special",Netflix,7.1,72,2020,Comedy,1109
tt12076020,"A Celebration of the Music from Coco","TV Special",Disney,7,47,2020,"Music, Musical",311
tt12078990,"Money Heist: The Phenomenon","TV Movie",Netflix,7.5,57,2020,Documentary,3914
tt12079068,"Sol Levante",Short,Netflix,4.7,4,2020,"Animation, Short",725
tt12079212,"The Victims' Game","TV Series",Netflix,7.3,NULL,2020,"Crime, Drama, Thriller",2296
tt12079236,"The Forest of Love: Deep Cut","TV Mini Series",Netflix,6.8,40,2020,"Crime, Drama, Horror, Thriller",667
tt12083014,"Zero Chill","TV Series",Netflix,5.8,35,2021,"Comedy, Drama, Family, Sport",2095
tt12104930,Kitz,"TV Series",Netflix,5.8,45,2021,"Drama, Mystery, Thriller",3127
tt12105232,"It's A Dog's Life","TV Series",Disney,7.8,22,2020,Documentary,132
tt12117854,"Jerry Seinfeld: 23 Hours to Kill","TV Special",Netflix,6.7,60,2020,Comedy,5904
tt1212428,"The Lost City of Z",Movie,Amazon,6.6,141,2016,"Adventure, Biography, Drama, History",103958
tt12133722,"Have a Good Trip",Movie,Netflix,6.8,85,2020,"Documentary, Comedy",8886
tt12140808,"True: Terrific Tales","TV Series",Netflix,6.4,NULL,2020,"Animation, Family",45
tt12141112,"Metal Lords",Movie,Netflix,6.7,97,2022,"Comedy, Music",35531
tt12146940,"Almost Happy","TV Mini Series",Netflix,6.9,NULL,2020,Comedy,1264
tt12146952,"Patton Oswalt: I Love Everything","TV Special",Netflix,6.4,66,2020,Comedy,1433
tt12154638,"Just Say Yes",Movie,Netflix,4.6,97,2021,"Comedy, Romance",2230
tt12156974,"We Feed People",Movie,Disney,7.4,89,2022,Documentary,638
tt12162902,"Disney Gallery: The Mandalorian","TV Series",Disney,8.3,33,2020,Documentary,3490
tt12176398,"Cooked with Cannabis","TV Series",Netflix,6.6,NULL,2020,Reality-TV,497
tt12187586,"Father Soldier Son",Movie,Netflix,7.3,99,2020,"Documentary, War",1084
tt12189308,"The Unremarkable Juanquini","TV Series",Netflix,4.3,30,2020,Comedy,216
tt12190580,"Lenox Hill","TV Series",Netflix,8.6,50,2020,"Documentary, Biography",3106
tt12200714,"The Big Flower Fight","TV Series",Netflix,7.4,NULL,2020,Reality-TV,1487
tt12211696,Sharkdog,"TV Series",Netflix,6,7,2021,"Animation, Short, Adventure, Comedy, Family",270
tt12217814,"Love like the Falling Rain",Movie,Netflix,4.8,86,2020,"Adventure, Drama, Fantasy, Romance",244
tt12221748,Becoming,Movie,Netflix,7,89,2020,"Documentary, Biography",6810
tt12225230,"Doogie Kamealoha, M.D.","TV Series",Disney,7,30,2021,"Comedy, Drama, Family",3688
tt12227200,"Making Unorthodox",Short,Netflix,6.7,21,2020,"Short, Documentary",213
tt12235718,Hellbound,"TV Series",Netflix,6.6,25,2021,"Crime, Drama, Fantasy, Horror, Mystery, Thriller",32268
tt12240368,"Go! Go! Cory Carson: The Chrissy",Short,Netflix,7.2,42,2020,"Animation, Short, Family",67
tt12241424,"Kenny Sebastian: The Most Interesting Person in the Room","TV Special",Netflix,6,67,2020,Comedy,1067
tt12244950,"Taste the Nation with Padma Lakshmi","TV Series",Hulu,8.1,30,2020,"Adventure, Reality-TV",772
tt12262202,"The Acolyte","TV Series",Disney,4.3,40,2024,"Action, Adventure, Fantasy, Mystery, Sci-Fi, Thriller",137915
tt12263384,"Extraction II",Movie,Netflix,7,122,2023,"Action, Crime, Thriller",167048
tt12264582,"True: Rainbow Rescue","TV Special",Netflix,7,23,2020,"Animation, Family",47
tt1226837,"Beautiful Boy",Movie,Amazon,7.4,120,2018,"Biography, Drama",119207
tt12282598,Intuition,Movie,Netflix,5.6,116,2020,"Crime, Drama, Mystery, Thriller",3292
tt12286434,"Just Beyond","TV Series",Disney,6.1,24,2021,"Comedy, Drama, Fantasy, Horror, Mystery, Sci-Fi, Thriller",2276
tt12298506,"Black Box",Movie,Amazon,6.2,100,2020,"Horror, Mystery, Sci-Fi, Thriller",18611
tt12299824,JJ+E,Movie,Netflix,5.4,90,2021,"Drama, Romance",2766
tt12304420,Clark,"TV Mini Series",Netflix,7.3,60,2022,"Action, Comedy, Crime, Drama, Mystery, Thriller",15703
tt12312250,"Jeffrey Epstein: Filthy Rich","TV Mini Series",Netflix,7.1,60,2020,"Documentary, Crime",31203
tt12313074,"Social Distance","TV Mini Series",Netflix,5.9,NULL,2020,"Comedy, Drama",756
tt12313914,"Ju-on: Origins","TV Series",Netflix,6.1,30,2020,"Drama, Horror, Mystery",5691
tt12324366,"Percy Jackson and the Olympians","TV Series",Disney,7,45,2023,"Action, Adventure, Family, Fantasy",43372
tt12327104,"Eric Andre: Legalize Everything","TV Special",Netflix,6.2,51,2020,Comedy,2757
tt12336480,Daughters,Movie,Netflix,7.6,108,2024,Documentary,1761
tt12357266,"Jo Koy: In His Elements","TV Special",Netflix,5.5,55,2020,Comedy,717
tt12358794,"George Lopez: We'll Do It for Half","TV Special",Netflix,5.8,51,2020,Comedy,507
tt12360292,"Power Rangers Dino Fury","TV Series",Netflix,6.5,21,2021,"Action, Adventure, Comedy, Drama, Family, Fantasy, Sci-Fi, Thriller",1261
tt1236246,Runaways,"TV Series",Hulu,6.8,60,2017,"Action, Drama, Sci-Fi",29700
tt12364156,"The Search","TV Mini Series",Netflix,5.7,NULL,2020,Crime,782
tt12370124,"Floor Is Lava","TV Series",Netflix,5.4,38,2020,Game-Show,3066
tt12372034,Zenimation,"TV Series",Disney,7.4,8,2020,"Animation, Short, Family",549
tt12379170,"Secrets of Summer","TV Series",Netflix,6,35,2022,"Drama, Family",334
tt12383460,Hypnotic,Movie,Netflix,5.3,88,2021,"Horror, Mystery, Thriller",21434
tt12393526,Bulbbul,Movie,Netflix,6.6,94,2020,"Drama, Horror, Mystery",15930
tt12401232,"One Take",Movie,Netflix,5.9,85,2020,"Documentary, Music",56
tt12409154,"We Are the Champions","TV Series",Netflix,7.1,30,2020,"Documentary, Game-Show",1694
tt12411074,Paranormal,"TV Series",Netflix,8,45,2020,"Drama, Fantasy, Horror, Mystery, Thriller",75376
tt12411586,"The Claudia Kishi Club",Short,Netflix,6.9,17,2020,"Documentary, Short",172
tt1241317,"Death Note",Movie,Netflix,4.5,101,2017,"Crime, Drama, Fantasy, Horror, Mystery, Thriller",94141
tt12416844,"Frank Elstner: Just One Last Question","TV Series",Netflix,7.4,NULL,2019,Talk-Show,98
tt12429046,"Home Game","TV Series",Netflix,7,30,2020,"Documentary, Sport",1030
tt12432642,"Finding Ola","TV Series",Netflix,7.4,52,2022,"Comedy, Drama",2595
tt12459520,"The Claus Family",Movie,Netflix,5.6,96,2020,"Comedy, Family, Fantasy",3329
tt12486430,Twogether,"TV Series",Netflix,8.3,NULL,2020,Reality-TV,601
tt12502140,"Dating Around: Brazil","TV Series",Netflix,5.3,NULL,2020,"Reality-TV, Romance",159
tt12509942,"Michelle Buteau: Welcome to Buteaupia","TV Special",Netflix,7,58,2020,Comedy,813
tt12536776,"Dark Forces",Movie,Netflix,2.8,81,2020,"Action, Horror, Mystery, Thriller",757
tt12538822,"All In: The Fight for Democracy",Movie,Amazon,6.9,102,2020,Documentary,2102
tt12540060,"Say I Do","TV Series",Netflix,7.9,NULL,2020,Reality-TV,624
tt12540080,"Dark Desire","TV Series",Netflix,6.5,30,2020,"Crime, Drama, Mystery, Thriller",10259
tt12547440,"Thiago Ventura: Pokas","TV Special",Netflix,6.6,82,2020,Comedy,260
tt12564616,Jiva!,"TV Series",Netflix,6,50,2021,Drama,337
tt12564744,"Selena + Chef","TV Series",HBO,8.3,NULL,2020,"Short, Reality-TV, Talk-Show",2201
tt12567088,"Raat Akeli Hai",Movie,Netflix,7.2,149,2020,"Crime, Drama, Mystery, Thriller",20886
tt12571792,"A Queen Is Born","TV Series",Netflix,6.2,NULL,2020,Reality-TV,174
tt12572032,"Urzila Carlson: Overqualified Loser","TV Special",Netflix,6.4,62,2020,Comedy,477
tt12574336,Homemade,"TV Mini Series",Netflix,6.1,138,2020,Drama,934
tt12579042,"Short Circuit","TV Series",Disney,7.5,7,2018,"Animation, Short, Comedy, Family",780
tt12580168,"Indian Matchmaking","TV Series",Netflix,6.3,40,2020,"Documentary, Family, News, Reality-TV, Romance",4530
tt12580610,"The Epic Tales of Captain Underpants in Space","TV Series",Netflix,6.5,24,2020,"Animation, Action, Comedy, Family, Sci-Fi",211
tt12580982,"National Treasure: Edge of History","TV Series",Disney,5.8,50,2022,"Action, Adventure, Mystery, Thriller",13982
tt12585152,"Down to Earth with Zac Efron","TV Series",Netflix,8,40,2020,"Documentary, History, Reality-TV",8306
tt12588160,"Jim Jefferies: Intolerant","TV Special",Netflix,7.3,66,2020,Comedy,3601
tt12588286,"Southern Survival","TV Series",Netflix,5.3,NULL,2020,Reality-TV,522
tt12588326,"Skin Decision: Before and After","TV Series",Netflix,6,NULL,2020,Reality-TV,492
tt12588372,"Fear City: New York vs the Mafia","TV Mini Series",Netflix,7.1,50,2020,"Documentary, Crime",8822
tt12588398,"We Are One",Movie,Netflix,5.6,86,2020,Documentary,99
tt12588416,"The Business of Drugs","TV Mini Series",Netflix,7.2,45,2020,Documentary,1959
tt12588432,"Jack Whitehall: I'm Only Joking","TV Special",Netflix,6.7,58,2020,Comedy,1920
tt12588448,"The Larva Island Movie",Movie,Netflix,5.2,89,2020,"Animation, Adventure, Comedy, Family",842
tt12590266,"Cyberpunk: Edgerunners","TV Series",Netflix,8.3,24,2022,"Animation, Action, Adventure, Crime, Drama, Sci-Fi, Thriller",111470
tt12599350,"Dragons: Rescue Riders: Secrets of the Songwing","TV Movie",Netflix,5.1,46,2020,"Animation, Action, Adventure, Comedy, Family, Fantasy, Musical",273
tt12607910,"Black Is King",Movie,Disney,6,85,2020,"Adventure, Drama, Fantasy, Music",9760
tt12610390,"The Union",Movie,Netflix,5.5,107,2024,"Action, Comedy, Thriller",55535
tt12616964,"All the Places",Movie,Netflix,5.6,97,2023,"Adventure, Comedy, Drama",430
tt12624844,"The Great Heist","TV Series",Netflix,7.3,NULL,2020,"Crime, Drama, Thriller",3124
tt12624928,"Colin in Black & White","TV Mini Series",Netflix,6.2,30,2021,"Biography, Drama, Sport",8852
tt12642764,"Dead End: Paranormal Park","TV Series",Netflix,7.1,27,2022,"Animation, Adventure, Comedy, Family, Fantasy, Horror, Mystery",3490
tt12661060,"Kitty Love: An Homage to Cats",Movie,Netflix,5.2,60,2020,Documentary,611
tt12662374,"I Am A Killer: Released","TV Series",Netflix,5.3,NULL,2020,"Documentary, Crime",1203
tt12663250,"Yaksha: Ruthless Operations",Movie,Netflix,6.3,125,2022,"Action, Crime, Thriller",5109
tt1267295,"Cowboy Bebop","TV Series",Netflix,6.7,58,2021,"Action, Adventure, Comedy, Crime, Drama, Sci-Fi",45453
tt12676326,"Malcolm & Marie",Movie,Netflix,6.6,106,2021,"Drama, Romance",42750
tt12680684,"The Hand of God",Movie,Netflix,7.3,130,2021,Drama,52775
tt12687448,"Night on Earth: Shot in the Dark",Movie,Netflix,7.6,59,2020,Documentary,434
tt12689876,"Sam Jay: 3 in the Morning","TV Special",Netflix,6.5,64,2020,Comedy,614
tt12703292,"A Man of Action",Movie,Netflix,6.4,111,2022,"Biography, Crime, Drama, History",3729
tt12708140,"The Lying Life of Adults","TV Series",Netflix,6.4,50,2023,Drama,1837
tt12708500,"Ravi Patel's Pursuit of Happiness","TV Series",HBO,7.9,42,2020,"Documentary, Comedy",131
tt12708542,"Star Wars: The Bad Batch","TV Series",Disney,7.8,30,2021,"Animation, Action, Adventure, Drama, Fantasy, Sci-Fi",63484
tt12717354,"Samurai Rabbit: The Usagi Chronicles","TV Series",Netflix,6.3,25,2022,"Animation, Action, Adventure, Comedy, Family, Fantasy, Sci-Fi",637
tt12719250,Mismatched,"TV Series",Netflix,6,30,2020,"Comedy, Drama, Romance",7343
tt12721188,"Dad Wanted",Movie,Netflix,5.8,102,2020,"Comedy, Drama, Family",1244
tt12723962,"Mystery Lab","TV Series",Netflix,7.4,NULL,2020,"Documentary, Animation, Comedy, Family, Mystery",907
tt12724622,"Anelka: Misunderstood",Movie,Netflix,6.4,94,2020,"Documentary, Sport",3654
tt12724632,"Rob Schneider: Asian Momma, Mexican Kids","TV Special",Netflix,5.5,44,2020,Comedy,925
tt12736014,CTRL,Movie,Netflix,6.2,99,2024,"Drama, Thriller",6512
tt12742136,"Street Food: Latin America","TV Mini Series",Netflix,7.7,30,2020,Documentary,1719
tt12747748,"Leave the World Behind",Movie,Netflix,6.4,138,2023,"Drama, Mystery, Thriller",233834
tt12748032,"The Witcher: A Look Inside the Episodes","TV Series",Netflix,6.9,NULL,2020,"Documentary, Short",211
tt12748084,"Anatomy of a Scandal","TV Mini Series",Netflix,7,45,2022,"Drama, Mystery, Thriller",39078
tt12748256,"Go! Go! Cory Carson: Summer Camp","TV Special",Netflix,6.1,20,2020,"Animation, Short, Family",56
tt12748264,"Sing On! Germany","TV Series",Netflix,5.4,NULL,2020,"Game-Show, Music, Reality-TV",158
tt12748268,"Word Party Songs","TV Series",Netflix,4.1,NULL,2020,"Animation, Family",28
tt12748300,"Forever Rich",Movie,Netflix,5.6,89,2021,"Action, Comedy, Crime, Drama, Music, Thriller",1738
tt12753692,"Connected: The Hidden Science of Everything","TV Series",Netflix,7.5,45,2020,"Documentary, Comedy",1997
tt12753698,"World's Most Wanted","TV Series",Netflix,7.1,45,2020,"Documentary, Crime",3083
tt12754910,"Immigration Nation","TV Series",Netflix,7.6,60,2020,Documentary,1278
tt12759084,"On the Trail: Inside the 2020 Primaries",Movie,HBO,6.6,NULL,2020,Documentary,147
tt12759334,"Tiny Creatures","TV Series",Netflix,5.1,NULL,2020,"Documentary, Short, Drama, Family",1471
tt12759384,(Un)Well,"TV Series",Netflix,6.4,NULL,2020,Documentary,1288
tt12759400,"High Score","TV Mini Series",Netflix,7.4,45,2020,Documentary,9233
tt12759408,"Octonauts and the Caves of Sac Actun",Movie,Netflix,6.4,72,2020,"Animation, Adventure, Comedy, Family",281
tt12759420,"DeMarcus Family Rules","TV Series",Netflix,5.1,NULL,2020,Reality-TV,129
tt12765530,"Alien TV","TV Series",Netflix,6.5,NULL,2019,"Animation, Comedy, Family",417
tt12771540,Audible,Short,Netflix,6.7,39,2021,"Documentary, Short, Sport",2734
tt12775836,"Bhaag Beanie Bhaag","TV Series",Netflix,3.4,29,2020,Comedy,6774
tt12779208,Milestone,Movie,Netflix,6.6,98,2020,Drama,867
tt12783454,"The Kissing Booth 3",Movie,Netflix,4.8,112,2021,"Comedy, Romance",25236
tt12785720,"The Witcher: Blood Origin","TV Mini Series",Netflix,5,50,2022,"Action, Adventure, Drama, Fantasy, Mystery",47260
tt12792418,"Night in Paradise",Movie,Netflix,6.8,131,2020,"Action, Crime, Drama, Thriller",10060
tt12792598,"Tragic Jungle",Movie,Netflix,5.6,96,2020,"Adventure, Drama, Mystery, Western",1209
tt12800428,"Game On! A Comedy Crossover Event","TV Series",Netflix,5.5,30,2020,"Comedy, Family",503
tt12806000,"Sugar High","TV Special",Netflix,7.2,44,2020,Reality-TV,239
tt12808182,"The Last Mercenary",Movie,Netflix,5.3,110,2021,"Action, Adventure, Comedy, Crime, Mystery, Thriller",10261
tt12809988,"Sweet Tooth","TV Series",Netflix,7.7,50,2021,"Action, Adventure, Drama, Fantasy, Sci-Fi",76972
tt12823454,"Your Place or Mine",Movie,Netflix,5.7,109,2023,"Comedy, Romance",43258
tt12824750,"Secrets of the Whales","TV Mini Series",Disney,8.4,191,2021,"Documentary, Adventure",1154
tt12838766,"Space Sweepers",Movie,Netflix,6.5,136,2021,"Action, Adventure, Drama, Fantasy, Sci-Fi",30417
tt12851396,"Trollhunters: Rise of the Titans",Movie,Netflix,6.6,104,2021,"Animation, Action, Adventure, Comedy, Drama, Family, Fantasy",6850
tt12855976,"True: Friendship Day","TV Movie",Netflix,6.9,23,2020,"Animation, Family",41
tt12858434,"Kiss, Kiss!",Movie,Netflix,3.7,107,2022,"Comedy, Romance",477
tt12875768,"Felipe Esparza: Bad Decisions","TV Mini Series",Netflix,5.6,62,2020,Comedy,237
tt12875782,"Freaks: You're One of Us",Movie,Netflix,5.4,92,2020,"Drama, Fantasy, Sci-Fi",7198
tt12875794,"La LÃƒÂ­nea: Shadow of Narco","TV Mini Series",Netflix,6.4,NULL,2020,"Documentary, Crime",485
tt12877640,"A Classic Horror Story",Movie,Netflix,5.7,95,2021,"Drama, Horror, Mystery, Thriller",23760
tt12879522,"The School Nurse Files","TV Series",Netflix,6.3,51,2020,"Comedy, Drama, Fantasy",1710
tt12881516,"Black Island","TV Movie",Netflix,5.2,104,2021,"Drama, Mystery, Thriller",3637
tt12882062,"Sarah Cooper: Everything's Fine","TV Special",Netflix,5.5,49,2020,Comedy,1905
tt12882136,"Million Dollar Beach House","TV Series",Netflix,4.3,NULL,2020,Reality-TV,923
tt12885272,Diana,Movie,Netflix,4.4,117,2021,"Biography, Drama, Musical",1583
